DC,Ilex opaca,                                 ,Pinus clausa,Liquidambar styraciflua,Quercus hemisphaerica,Acer rubrum,Gordonia lasianthus,Ilex Cassine,Quercus geminata,Marked as 917 B,Quercus nigra,Pinus palustris,Ilex cassine,Pinus elliottii,Quercus laevis,Marked as 917,Pinus taeda
3498,0.0344521395535,0.0382572734348,0.0329720603357,0.0822533282979,0.0144835156819,0.0574595937979,0.0549350062533,0.0822722732365,0.0396051108076,0.0381786831657,0.176225454476,0.105381391996,0.0116509243493,0.00056823797117,0.19649410337,0.00343441167436,0.0313764915981
3499,0.0604235280383,0.0337264633886,0.0202037542783,0.0339206748036,0.0900708233212,0.0222853662552,0.0126508699548,0.0825192937971,0.0529510034886,0.062850469182,0.138333047082,0.164913288951,0.0251137138342,0.0336628982168,0.0160473298668,0.117825808674,0.0325016668666
3492,0.0120268664462,0.00150574886359,0.033478925481,0.179643351467,0.323511064381,0.0105371775756,0.0767179928125,0.0324167525273,0.00568830806187,0.0493219495508,0.142099954675,0.00753021701293,0.0173214276174,0.0104620530904,0.06404030439,0.00862452345195,0.025073382596
3491,0.10380108152,0.0817793985812,0.0597892890721,0.0321533804738,0.0587223928363,0.0395316447086,0.119195592534,0.0573828794449,0.0212242572293,0.0628419234521,0.0279942507204,0.0333727262462,0.0757223975307,0.00567486027871,0.171474893879,0.0226886179375,0.0266504135555
3500,0.0327716750923,0.238291293756,0.0550502122915,0.0184342440021,0.0140064123961,0.016004339883,0.0498606232861,0.0612568703942,0.0424377701289,0.214746728321,0.0639516330029,0.0191506233915,0.0783805435385,0.0174125942671,0.040690221809,0.0178031577086,0.0197510567315
3330,0.0201190938115,0.00507105703566,0.0336693419449,0.0810560116187,0.0268546733251,0.0507822915193,0.117166058465,0.152421897092,0.136533266829,0.00220825616271,0.0454228846706,0.0408858636911,0.032352546917,0.00814239051324,0.050192550725,0.138954799748,0.0581670159313
3331,0.0683254050711,0.0156823379907,0.00373472453065,0.047718980317,0.211146517712,0.0157857431156,0.00203204963979,0.115666986215,0.0318221099248,0.0548724903972,0.0144942002895,0.072649806592,0.0952201833082,0.102746789448,0.00916073721809,0.10497484365,0.0339660945802
3332,0.110925096737,0.00102567170844,0.0426324421701,0.00554495839385,0.0405348837291,0.0147644282758,0.0211686256341,0.164062879266,0.0291701928138,0.0324532734547,0.0274818460032,0.102467909195,0.0635328332827,0.0529936912287,0.163828256716,0.115946293249,0.0114667181425
3336,0.00355846993004,0.079901088512,0.0169935504408,0.063293858572,0.0290778100206,0.0753994458742,0.0401627561477,0.0670954882913,0.0147709218477,0.0150773109461,0.133564196641,0.1968293842,0.0465014137371,0.0368074956079,0.0535861038333,0.0577804821287,0.0696002232693
3334,0.0246364743303,0.050938267407,0.0332245355491,0.00852725331517,0.161955046794,0.0356011756023,0.0266307348974,0.0326073615888,0.031899028314,0.0151654358541,0.0789779587284,0.0812404532476,0.063292806006,0.181231830274,0.0492085323645,0.102977341107,0.0218857646202
3326,0.0481047032383,0.0548285160711,0.0389418933174,0.00534483620036,0.0156068547492,0.0262383811768,0.00961111658142,0.0386270680007,0.00516310845563,0.0471432553192,0.120269646585,0.106401665358,0.00948904872578,0.030322839318,0.168142506688,0.1709309585,0.104833601715
3329,0.01923694932,0.0175833000687,0.174368964724,0.0240721645565,0.137766747199,0.0168855759477,0.0135290595728,0.0351546669447,0.0139136466172,0.0148867402856,0.0758287438331,0.179523100538,0.0105291694011,0.000807095771075,0.0262275914629,0.115301533746,0.124384950011
3323,0.0688750319225,0.103214582111,0.0492623756199,0.0229234719646,0.0391931626722,0.0517547803629,0.0774027567709,0.0271590144443,0.0671866319952,0.0865197665213,0.0588332889692,0.11841568753,0.0490675363094,0.0018741972781,0.00733391137121,0.0770845845669,0.0938992195905
3327,0.0821392254909,0.0299159023528,0.00620045990183,0.208863131748,0.0232390989111,0.0133662000522,0.0309265633872,0.00079429331829,0.00627719555172,0.148201606045,0.0240007559273,0.159924415995,0.0429257374946,0.0641523099615,0.109521865575,0.0199134828687,0.0296377554187
3328,0.00950166021439,0.14625497099,0.00622872252625,0.00779757648404,0.0679000756268,0.00259466744839,0.0351737347704,0.0221965347981,0.0660756356439,0.0733606394228,0.282275441818,0.0127359856375,0.0280178505421,0.0176781765105,0.0488977830452,0.0484173494722,0.12489319505
2528,0.00594980718993,0.0369032780381,0.0397865296387,0.0383953082453,0.0298168214271,0.133079550127,0.0421831292917,0.0264638707562,0.0444992570024,0.028602051202,0.11399574215,0.0902311821515,0.111354241512,0.0977278424004,0.0657750192511,0.0616214324849,0.0336149371326
2527,0.0553965312822,0.120469756038,0.0210955233906,0.039270008708,0.0263118428685,0.013770468319,0.251468533617,0.0842605149961,0.0280785676366,0.126315419464,0.023231198884,0.0219533809145,0.00121864969215,0.0498524592253,0.0528890580759,0.0154003409476,0.0690177459413
2514,0.00919553005376,0.0156520473602,0.0228042837408,0.108657767924,0.0343739902627,0.0895301666025,0.0393006071355,0.0737935730624,0.101886587646,0.0713083284129,0.048781564742,0.0557446345555,0.0458289712244,0.0449718384547,0.0901669980673,0.00951202604913,0.138491084707
2519,0.0514586933166,0.0429637130705,0.0105560859814,0.0119374378223,0.0404383114777,0.00156146824909,0.0169500797136,0.285479046356,0.00861853928616,0.118376370704,0.0377237468478,0.0484156440476,0.0160660892912,0.0464268742905,0.0922704409679,0.118609743864,0.052147714714
2520,0.00805692802489,0.0483724568767,0.0476595909515,0.00957956883107,0.139978804726,0.137552408199,0.157570814052,0.0153277331814,0.0190269067139,0.0643474200205,0.00940091413027,0.0570638653706,0.09282854269,0.00370358097687,0.0910335355856,0.00469628199728,0.0938006476721
2525,0.081400075802,0.00620388821162,0.147012372293,0.0312321664444,0.0200359638599,0.0102107365986,0.0651648768396,0.10496552586,0.0606824920523,0.0470732456543,0.10578150859,0.00619503126323,0.017075817405,0.000960532202964,0.0450621694297,0.24874043497,0.00220316252354
2516,0.0756228238537,0.0739303760514,0.117623853269,0.0424158123737,0.0993181970775,0.150965394034,0.0850997136771,0.00930526973887,0.0755173236267,0.00413052105843,0.0472815758833,0.0209357147541,0.00030472031658,0.116128495922,0.00190131734815,0.0682955731018,0.0112233179141
2521,0.0805907681458,0.0653670873182,0.0332470351086,0.00815145633014,0.0833839388307,0.0239425103356,0.0067302268101,0.0145852973793,0.0621503128817,0.124691806113,0.22563680923,0.00296915201827,0.00928580879664,0.0509183412707,0.101007397407,0.0323008533428,0.075041198682
2517,0.0628610111262,0.0298479671486,0.00300866824764,0.0280914465953,0.0858745197293,0.0986886747755,0.0427456022743,0.0968837599337,0.0067755291395,0.100356154067,0.0919619193541,0.10201235277,0.0460224961734,0.000871401894002,0.00756697068585,0.0595338874274,0.136897638659
2518,0.0227599282899,0.0189964549118,0.00815014862696,0.0372162345241,0.0952412821105,0.057271886203,0.0226909834917,0.040554088146,0.128258204063,0.047082175871,0.0250086575088,0.155546538623,0.141542956752,0.0436086185195,0.101290613034,0.0436959908562,0.0110852384688
2511,0.0358535455885,0.0637607252605,0.00658872669324,0.0212245550243,0.0460571106843,0.164609144445,0.0672838867209,0.051444276605,0.0105670697761,0.00996071530601,0.0291390473772,0.0226516033687,0.00405794529689,0.0219527288662,0.16155255354,0.064585977401,0.218710388046
2510,0.062169782307,0.0200148671689,0.0156332961753,0.0143470609928,0.0435940572755,0.00480961452898,0.179413396123,0.158557927681,0.0492665157457,0.00891528017216,0.0747021086352,0.00243667584037,0.081496285106,0.00865434011248,0.00132952968335,0.052302384761,0.222356877691
2509,0.138042828691,0.119345308884,0.0426011689923,0.0591347236062,0.0157552686925,0.0410767273408,0.0180072034382,0.00930587041208,0.00637064374337,0.0085771595687,0.0188544759899,0.1768737907,0.163204338777,0.103582171848,0.0232500822467,0.02412817759,0.0318900594782
7628,0.0320347006024,0.0473616998537,0.018091005779,0.12850351266,0.0221813398344,0.00249714143269,0.0253962749488,0.0460560401731,0.0862898658572,0.00923616616082,0.00698854399805,0.102522134595,0.0516458920491,0.193005014077,0.0889522666792,0.0359124856659,0.103325915634
3271,0.0611415511473,0.025702886889,0.0192611859191,0.0601995864616,0.0169160971689,0.00671876536615,0.190183673925,0.0267590013115,0.00574570584386,0.0319806847869,0.0307960503151,0.0991185521215,0.0585545450613,0.0717215694832,0.0222592346369,0.258916539611,0.0140243699515
3270,0.000464140732133,0.0949787959385,0.00533656263264,0.0896906459907,0.10231688551,0.0636927272717,0.0322334096867,0.0171666018736,0.0832495014863,0.123596517677,0.00115139547127,0.0461903987591,0.0216655602632,0.0601605115526,0.0817849746203,0.0129283329878,0.163393037546
3269,0.00504597402566,0.0918278921276,0.0579521911158,0.103436195934,0.039417544503,0.117301907461,0.0125963186127,0.00817938819152,0.0170136915421,0.0631649517817,0.00847769049394,0.203773210558,0.0154074448644,0.0965755624666,0.108001766931,0.0441681126815,0.00766015670973
3266,0.00827240755241,0.0214252020362,0.032522392572,0.0813123432374,0.10233894524,0.164809371555,0.0144668779348,0.0537672690362,0.000804117611754,0.00450218236151,0.0275140912736,0.169662980254,0.0278519793158,0.0146811329677,0.223086784313,0.0292331295663,0.0237487931718
3267,0.027900504352,0.0868482771835,0.0478482545191,0.0197409536863,0.0212228948616,0.0159983788128,0.0413637763022,0.225459514842,0.0423454740906,0.11773911188,0.0479885387718,0.0851912182496,0.0431923015284,0.0197676029546,0.073571361932,0.0823447769408,0.001477059093
3265,0.147270024429,0.00765471381343,0.0105813167689,0.0415503311097,0.0438670649817,0.0548340519267,0.00895808685099,0.116546742232,0.0271739328037,0.0127795907296,0.143833098919,0.0835849102079,0.0349630262543,0.049091570544,0.0570845625321,0.0492933266034,0.110933649293
3274,0.093869262516,0.151588476975,0.0216018924837,0.00798155878077,0.0467838644325,0.106115422305,0.147629307179,0.03511895189,0.00223140430084,0.0387295152448,0.0493124486168,0.0311739567005,0.0053597260514,0.0961895408845,0.0116372332532,0.143303415713,0.0113740226727
3272,0.100985601033,0.0629496836844,0.117982276993,0.0703380398022,0.0107147573369,0.110503050174,0.0818818529002,0.011075648962,0.156419967309,0.00727616461289,0.0666444708767,0.000170749494187,0.0164145723793,0.0435754907955,0.054095685202,0.0704836428511,0.0184883455929
3277,0.0571216295855,0.150793210727,0.0368802129292,0.00477085039086,0.147010462577,0.0272119830304,0.000417512372188,0.000996334155336,0.0279657819508,0.112534070723,0.0535695398664,0.0374365568171,0.0902257533053,0.00105277665699,0.0443300705636,0.168784898606,0.0388983557439
3275,0.0756853428842,0.0781640738324,0.0395985050591,0.00698494280633,0.0471995740376,0.0725560750863,0.0121341282795,0.00490398184399,0.104187604336,0.156581255435,0.0197773614691,0.10491624329,0.189392527476,0.00609985053416,0.00845729463857,0.0507540989669,0.0226071400253
3276,0.0501588891875,0.0978337421832,0.025566085692,0.0132688303482,0.181087916234,0.0145904835555,0.0793717488672,0.031305773315,0.171674737825,0.06988088261,0.0663851509326,0.056622684523,0.0113730887643,0.00803050968488,5.90529252284e-05,0.0955585837251,0.0272318396269
3280,0.00618656783376,0.0468836736082,0.00917282331372,0.0509439462066,0.148796063875,0.118660151017,0.00440605927497,0.0733409055334,0.00536297260049,0.0625725711049,0.0549851105551,0.0846390081519,0.0906670979446,0.0597962873859,0.0417409079965,0.00911629555209,0.132729558046
3282,0.0995316749882,0.216855522,0.0770984919809,0.10235149398,0.00771621583063,0.0610110888265,0.0195016415684,0.0231874330285,0.0693111862956,0.0284396759999,0.0698481001468,0.104867154311,0.0167872431396,0.0146162044712,0.042682938118,0.0364669034328,0.00972703188179
3283,0.00827559059166,0.0836629514385,0.00161118454141,0.0413549424857,0.000262787793024,0.0393891342994,0.00230208532327,0.164841562207,0.0892095564136,0.109859259714,0.0308244895346,0.000331838811591,0.119531071987,0.0616903511688,0.0129152510513,0.0381274386333,0.195810504006
3281,0.0326819667967,0.0474816127003,0.116255186513,0.0549701124637,0.0676763605512,0.179700963367,0.0206000610345,0.0784672896556,0.0720281950674,0.0800793098873,0.0220197157903,0.00739553187769,0.122746811483,0.023876899387,0.0404600333722,0.0109800885078,0.022579861545
3210,0.00740239263745,0.116861270302,0.0316224767205,0.0128689098104,0.137159889861,0.0153049343794,0.0435856368598,0.0128907160464,0.140105008668,0.0249691391523,0.0123161343128,0.0808539164809,0.0753842593481,0.0635526666854,0.00100397515143,0.222754979954,0.00136369363132
3198,0.026756336051,0.0954024903691,0.0307966876248,0.0363182087641,0.0999055646355,0.193406465582,0.0296079994433,0.0316991626042,0.0169108541582,0.0776012293295,0.0898795227944,0.0874247600634,0.00307520815848,0.0668988542763,0.0132725757502,0.0177872377002,0.0832568426951
3191,0.0417531779904,0.00766997461371,0.0573448209164,0.00242026090608,0.137531520201,0.0752410519909,0.0193222952539,0.179119722777,0.0483124589874,0.0574647026694,0.00274009234122,0.0090672982018,0.104705351908,0.0473992919127,0.106351087265,0.0180606000323,0.085496292033
3151,0.0466054101062,0.0153991874997,0.147601143203,0.0115488395918,0.157989980565,0.057664354733,0.0498583403371,0.0695836329658,0.0321538443105,0.00673169827853,0.0561750018469,0.0739333800093,0.00960646742851,0.00861813974759,0.0940935929478,0.115657700984,0.0467792854447
